Gene stable ID	Chromosome/scaffold name	Transcript count	Gene % GC content	Strand
ENSMUSG00000101569	Y	1	45.32	1
ENSMUSG00000101184	Y	1	40.63	1
ENSMUSG00000099386	Y	1	43.66	1
ENSMUSG00000095785	Y	2	39.61	-1
ENSMUSG00000099487	Y	1	45.40	-1
ENSMUSG00000101507	Y	2	40.15	1
ENSMUSG00000093993	Y	3	35.55	1
ENSMUSG00000100956	Y	1	43.53	-1
ENSMUSG00000100942	Y	1	40.32	-1
ENSMUSG00000100333	Y	1	45.26	-1
ENSMUSG00000100126	Y	2	40.36	1
ENSMUSG00000099778	Y	1	45.59	-1
ENSMUSG00000101512	Y	2	40.09	1
ENSMUSG00000101256	Y	2	39.60	1
ENSMUSG00000101758	Y	1	40.59	-1
ENSMUSG00000099395	Y	1	45.28	-1
ENSMUSG00000100982	Y	1	45.40	-1
ENSMUSG00000100447	Y	1	40.63	-1
ENSMUSG00000100607	Y	1	45.08	-1
ENSMUSG00000099829	Y	1	40.89	-1
ENSMUSG00000101278	Y	2	40.19	1
ENSMUSG00000101442	Y	1	45.18	-1
ENSMUSG00000096666	Y	2	40.22	-1
ENSMUSG00000100373	Y	2	36.02	1
ENSMUSG00000102077	Y	1	45.34	-1
ENSMUSG00000095302	Y	2	40.09	-1
ENSMUSG00000100569	Y	1	45.34	-1
ENSMUSG00000100809	Y	1	40.90	-1
ENSMUSG00000099962	Y	1	40.27	1
ENSMUSG00000099457	Y	1	45.11	-1
ENSMUSG00000101313	Y	2	40.38	-1
ENSMUSG00000100478	Y	1	45.48	1
ENSMUSG00000101083	Y	1	40.63	1
ENSMUSG00000102118	Y	1	43.53	1
ENSMUSG00000099716	Y	1	39.83	1
ENSMUSG00000101794	Y	2	40.36	-1
ENSMUSG00000101529	Y	1	45.38	1
ENSMUSG00000099335	Y	1	40.00	1
ENSMUSG00000100897	Y	1	43.53	1
ENSMUSG00000099501	Y	2	40.10	-1
ENSMUSG00000099991	Y	1	45.51	1
ENSMUSG00000101358	Y	1	40.32	1
ENSMUSG00000101816	Y	1	43.53	1
ENSMUSG00000096016	Y	3	35.56	-1
ENSMUSG00000101861	Y	2	40.35	-1
ENSMUSG00000101598	Y	1	45.51	1
ENSMUSG00000104345	Y	3	40.27	-1
ENSMUSG00000102772	Y	3	40.15	-1
ENSMUSG00000103425	Y	1	45.45	1
ENSMUSG00000102486	Y	1	45.18	1
ENSMUSG00000103250	Y	1	45.20	1
ENSMUSG00000103077	Y	2	40.27	-1
ENSMUSG00000103787	Y	1	45.51	1
ENSMUSG00000103987	Y	1	45.34	1
ENSMUSG00000103063	Y	1	44.79	1
ENSMUSG00000103954	Y	3	40.27	-1
ENSMUSG00000103894	Y	1	40.95	1
ENSMUSG00000103795	Y	1	43.68	1
ENSMUSG00000103919	Y	1	35.60	-1
ENSMUSG00000103812	Y	3	39.95	-1
ENSMUSG00000104259	Y	1	45.49	1
ENSMUSG00000102847	Y	1	45.04	1
ENSMUSG00000103773	Y	1	38.90	-1
ENSMUSG00000104062	Y	3	39.93	-1
ENSMUSG00000102318	Y	1	45.20	1
ENSMUSG00000104289	Y	3	40.20	-1
ENSMUSG00000102730	Y	1	43.53	1
ENSMUSG00000102529	Y	1	35.39	-1
ENSMUSG00000103589	Y	3	40.07	-1
ENSMUSG00000102396	Y	1	45.53	1
ENSMUSG00000104255	Y	1	44.88	1
ENSMUSG00000102598	Y	1	39.23	-1
ENSMUSG00000103029	Y	3	40.30	-1
ENSMUSG00000102239	Y	1	45.17	1
ENSMUSG00000103153	Y	1	40.32	1
ENSMUSG00000103086	Y	1	43.53	1
ENSMUSG00000103327	Y	1	35.40	-1
ENSMUSG00000104500	Y	3	40.06	-1
ENSMUSG00000103236	Y	1	45.37	1
ENSMUSG00000102911	Y	1	45.18	1
ENSMUSG00000103008	Y	1	45.04	1
ENSMUSG00000103058	Y	1	45.69	1
ENSMUSG00000093868	Y	2	39.65	1
ENSMUSG00000102350	Y	3	40.27	-1
ENSMUSG00000103977	Y	3	40.27	-1
ENSMUSG00000102643	Y	1	45.20	1
ENSMUSG00000103064	Y	1	40.32	1
ENSMUSG00000103372	Y	1	40.32	1
ENSMUSG00000102354	Y	1	43.53	1
ENSMUSG00000102906	Y	1	35.38	-1
ENSMUSG00000103813	Y	3	40.02	-1
ENSMUSG00000104412	Y	1	45.36	1
ENSMUSG00000104321	Y	1	45.18	1
ENSMUSG00000103892	Y	1	45.04	1
ENSMUSG00000102977	Y	3	40.30	-1
ENSMUSG00000102547	Y	1	45.23	1
ENSMUSG00000103675	Y	1	43.39	1
ENSMUSG00000103842	Y	1	34.31	1
ENSMUSG00000103462	Y	3	40.02	-1
ENSMUSG00000101467	Y	1	45.18	1
ENSMUSG00000101260	Y	1	45.04	1
ENSMUSG00000101513	Y	3	39.90	-1
ENSMUSG00000101809	Y	1	45.28	1
ENSMUSG00000099841	Y	1	40.63	1
ENSMUSG00000101971	Y	1	45.40	1
ENSMUSG00000101839	Y	1	45.40	1
ENSMUSG00000102010	Y	1	45.53	1
ENSMUSG00000101743	Y	3	40.11	-1
ENSMUSG00000101311	Y	1	45.36	1
ENSMUSG00000100803	Y	1	45.18	1
ENSMUSG00000100873	Y	1	45.04	1
ENSMUSG00000101692	Y	1	39.17	-1
ENSMUSG00000101198	Y	3	40.21	-1
ENSMUSG00000099955	Y	1	45.28	1
ENSMUSG00000099873	Y	1	43.82	1
ENSMUSG00000101920	Y	3	40.08	-1
ENSMUSG00000099430	Y	1	45.40	1
ENSMUSG00000100099	Y	1	45.40	1
ENSMUSG00000100495	Y	1	45.37	1
ENSMUSG00000100570	Y	3	40.11	-1
ENSMUSG00000101863	Y	1	45.18	1
ENSMUSG00000099727	Y	1	45.04	1
ENSMUSG00000101753	Y	1	40.21	-1
ENSMUSG00000099537	Y	3	40.08	-1
ENSMUSG00000101669	Y	1	45.18	1
ENSMUSG00000099862	Y	1	45.04	1
ENSMUSG00000101908	Y	1	45.83	1
ENSMUSG00000101192	Y	3	40.06	-1
ENSMUSG00000101607	Y	1	40.63	1
ENSMUSG00000101418	Y	1	45.11	1
ENSMUSG00000099431	Y	1	38.78	-1
ENSMUSG00000100233	Y	1	35.05	-1
ENSMUSG00000100859	Y	2	40.91	-1
ENSMUSG00000099653	Y	1	50.95	-1
ENSMUSG00000100875	Y	2	41.23	-1
ENSMUSG00000100117	Y	1	36.59	1
ENSMUSG00000101305	Y	1	43.00	-1
ENSMUSG00000099650	Y	2	41.14	1
ENSMUSG00000101560	Y	2	40.63	1
ENSMUSG00000101954	Y	1	50.95	1
ENSMUSG00000099348	Y	1	45.64	1
ENSMUSG00000099380	Y	3	40.36	-1
ENSMUSG00000101412	Y	3	40.43	-1
ENSMUSG00000099880	Y	1	50.76	1
ENSMUSG00000101642	Y	2	40.87	1
ENSMUSG00000101719	Y	1	50.76	1
ENSMUSG00000100896	Y	1	35.71	-1
ENSMUSG00000099347	Y	1	45.11	-1
ENSMUSG00000101379	Y	1	50.95	1
ENSMUSG00000100565	Y	2	40.82	1
ENSMUSG00000100038	Y	1	45.64	1
ENSMUSG00000100415	Y	3	40.27	-1
ENSMUSG00000101775	Y	3	40.40	-1
ENSMUSG00000095192	Y	2	50.95	-1
ENSMUSG00000100311	Y	2	40.80	-1
ENSMUSG00000094232	Y	2	50.95	-1
ENSMUSG00000099990	Y	2	41.33	-1
ENSMUSG00000101527	Y	1	45.11	-1
ENSMUSG00000096698	Y	2	50.95	1
ENSMUSG00000099855	Y	2	40.81	1
ENSMUSG00000100928	Y	3	40.41	1
ENSMUSG00000101667	Y	1	36.34	1
ENSMUSG00000093918	Y	2	37.01	-1
ENSMUSG00000099455	Y	1	39.07	1
ENSMUSG00000094511	Y	2	40.41	-1
ENSMUSG00000101141	Y	1	39.00	-1
ENSMUSG00000093987	Y	2	38.16	-1
ENSMUSG00000100285	Y	1	39.10	-1
ENSMUSG00000095948	Y	3	36.54	-1
ENSMUSG00000100960	Y	1	39.24	-1
ENSMUSG00000099970	Y	1	45.61	-1
ENSMUSG00000099660	Y	1	38.44	1
ENSMUSG00000096520	Y	2	37.34	1
ENSMUSG00000101016	Y	1	45.61	-1
ENSMUSG00000100360	Y	1	43.71	-1
ENSMUSG00000099838	Y	1	45.54	1
ENSMUSG00000100132	Y	1	45.30	-1
ENSMUSG00000101030	Y	1	45.45	1
ENSMUSG00000100641	Y	1	49.48	1
ENSMUSG00000101145	Y	1	39.55	1
ENSMUSG00000100656	Y	1	49.71	-1
ENSMUSG00000100082	Y	1	34.69	-1
ENSMUSG00000101712	Y	1	37.99	1
ENSMUSG00000101558	Y	1	43.15	-1
ENSMUSG00000100753	Y	1	43.69	-1
ENSMUSG00000101499	Y	1	40.19	1
ENSMUSG00000101108	Y	1	45.87	-1
ENSMUSG00000100300	Y	1	39.33	1
ENSMUSG00000099514	Y	1	32.38	1
ENSMUSG00000100446	Y	1	40.49	1
ENSMUSG00000102680	Y	1	39.28	1
ENSMUSG00000100984	Y	1	40.57	-1
ENSMUSG00000100137	Y	1	48.71	-1
ENSMUSG00000100958	Y	1	50.76	-1
ENSMUSG00000099575	Y	1	48.43	-1
ENSMUSG00000100597	Y	1	50.40	-1
ENSMUSG00000099410	Y	1	45.48	1
ENSMUSG00000093927	Y	2	40.19	1
ENSMUSG00000100792	Y	1	42.20	1
ENSMUSG00000099766	Y	1	45.61	1
ENSMUSG00000099726	Y	1	43.78	1
ENSMUSG00000101576	Y	1	35.61	-1
ENSMUSG00000102115	Y	1	38.89	1
ENSMUSG00000102102	Y	1	44.33	-1
ENSMUSG00000100292	Y	1	39.99	-1
ENSMUSG00000101081	Y	1	41.74	1
ENSMUSG00000099815	Y	1	40.68	-1
ENSMUSG00000118404	Y	1	47.70	-1
ENSMUSG00000101525	Y	1	45.69	1
ENSMUSG00000095148	Y	2	41.00	1
ENSMUSG00000101707	Y	1	43.63	1
ENSMUSG00000101055	Y	1	44.70	-1
ENSMUSG00000096686	Y	2	41.15	-1
ENSMUSG00000099505	Y	1	49.90	1
ENSMUSG00000102039	Y	1	44.19	-1
ENSMUSG00000101479	Y	1	38.89	1
ENSMUSG00000100939	Y	1	35.50	1
ENSMUSG00000100262	Y	1	45.64	1
ENSMUSG00000100453	Y	1	43.78	-1
ENSMUSG00000100858	Y	1	45.53	-1
ENSMUSG00000099965	Y	1	40.25	-1
ENSMUSG00000100948	Y	1	45.38	-1
ENSMUSG00000118447	Y	1	47.33	1
ENSMUSG00000100961	Y	1	40.15	1
ENSMUSG00000100806	Y	1	43.27	1
ENSMUSG00000101521	Y	1	40.39	1
ENSMUSG00000094081	Y	2	43.40	-1
ENSMUSG00000101181	Y	1	38.61	1
ENSMUSG00000100645	Y	1	35.49	1
ENSMUSG00000100124	Y	1	45.64	1
ENSMUSG00000101956	Y	1	43.78	-1
ENSMUSG00000101351	Y	1	45.53	-1
ENSMUSG00000100412	Y	1	40.25	-1
ENSMUSG00000102026	Y	1	45.38	-1
ENSMUSG00000099800	Y	1	40.15	1
ENSMUSG00000099861	Y	1	39.81	-1
ENSMUSG00000095324	Y	2	40.09	-1
ENSMUSG00000101616	Y	1	37.96	1
ENSMUSG00000100258	Y	1	44.70	-1
ENSMUSG00000101229	Y	1	45.16	-1
ENSMUSG00000101456	Y	1	40.71	1
ENSMUSG00000103618	Y	1	34.70	-1
ENSMUSG00000101928	Y	1	35.59	1
ENSMUSG00000100239	Y	1	43.79	-1
ENSMUSG00000100460	Y	1	46.84	-1
ENSMUSG00000101331	Y	1	44.76	-1
ENSMUSG00000101366	Y	1	41.25	1
ENSMUSG00000101142	Y	1	44.84	-1
ENSMUSG00000100047	Y	1	42.98	1
ENSMUSG00000100933	Y	1	37.61	1
ENSMUSG00000100804	Y	1	45.28	-1
ENSMUSG00000101672	Y	1	47.35	-1
ENSMUSG00000099939	Y	1	37.99	-1
ENSMUSG00000100491	Y	1	41.23	1
ENSMUSG00000099566	Y	1	45.21	-1
ENSMUSG00000101053	Y	1	40.06	-1
ENSMUSG00000101732	Y	1	38.53	1
ENSMUSG00000099904	Y	1	38.53	1
ENSMUSG00000099523	Y	1	45.20	-1
ENSMUSG00000100542	Y	1	47.54	-1
ENSMUSG00000101095	Y	1	41.18	1
ENSMUSG00000100463	Y	1	37.77	-1
ENSMUSG00000100661	Y	1	45.29	1
ENSMUSG00000100571	Y	1	44.33	-1
ENSMUSG00000100049	Y	1	39.33	-1
ENSMUSG00000100477	Y	1	44.95	-1
ENSMUSG00000099439	Y	1	44.54	-1
ENSMUSG00000095032	Y	2	40.87	-1
ENSMUSG00000099372	Y	1	45.38	-1
ENSMUSG00000101699	Y	1	45.55	-1
ENSMUSG00000095242	Y	2	41.48	-1
ENSMUSG00000100742	Y	1	45.19	-1
ENSMUSG00000100730	Y	1	44.71	-1
ENSMUSG00000094838	Y	2	39.56	-1
ENSMUSG00000101319	Y	1	43.97	-1
ENSMUSG00000100015	Y	1	45.37	1
ENSMUSG00000101842	Y	1	47.23	-1
ENSMUSG00000101871	Y	1	44.33	-1
ENSMUSG00000100919	Y	1	44.51	-1
ENSMUSG00000101123	Y	1	44.59	-1
ENSMUSG00000100368	Y	1	49.80	1
ENSMUSG00000103330	Y	1	44.35	1
ENSMUSG00000104505	Y	3	39.84	-1
ENSMUSG00000102251	Y	3	40.54	1
ENSMUSG00000102835	Y	3	40.30	1
ENSMUSG00000103943	Y	3	40.46	1
ENSMUSG00000102624	Y	1	36.41	1
ENSMUSG00000102138	Y	2	40.20	1
ENSMUSG00000102582	Y	2	40.27	-1
ENSMUSG00000103666	Y	1	44.81	-1
ENSMUSG00000102392	Y	3	40.04	1
ENSMUSG00000095172	Y	2	39.56	-1
ENSMUSG00000102265	Y	1	43.90	-1
ENSMUSG00000103234	Y	1	39.81	-1
ENSMUSG00000102288	Y	1	43.89	-1
ENSMUSG00000094829	Y	2	49.80	1
ENSMUSG00000102867	Y	1	50.95	1
ENSMUSG00000102968	Y	2	40.46	1
ENSMUSG00000103796	Y	1	39.49	-1
ENSMUSG00000102552	Y	1	45.11	-1
ENSMUSG00000102195	Y	3	40.30	1
ENSMUSG00000104506	Y	2	41.11	1
ENSMUSG00002074919	Y	1	60.91	1
ENSMUSG00000102913	Y	1	42.83	-1
ENSMUSG00000103664	Y	2	41.14	1
ENSMUSG00000103005	Y	1	50.76	1
ENSMUSG00000103752	Y	2	40.85	1
ENSMUSG00000102551	Y	1	50.76	1
ENSMUSG00000103365	Y	1	45.19	1
ENSMUSG00000103829	Y	3	40.45	1
ENSMUSG00000103689	Y	1	45.37	1
ENSMUSG00000094294	Y	2	40.28	1
ENSMUSG00000093848	Y	2	39.81	1
ENSMUSG00000102429	Y	3	40.21	-1
ENSMUSG00000102849	Y	1	40.63	1
ENSMUSG00000102513	Y	1	43.68	1
ENSMUSG00000102966	Y	1	35.37	-1
ENSMUSG00000104425	Y	3	39.97	-1
ENSMUSG00000102146	Y	1	45.37	1
ENSMUSG00000102159	Y	1	44.83	1
ENSMUSG00000102506	Y	1	44.88	1
ENSMUSG00000102826	Y	1	47.08	1
ENSMUSG00000053211	Y	2	38.08	-1
ENSMUSG00000069053	Y	2	43.73	1
ENSMUSG00000101107	Y	1	45.74	-1
ENSMUSG00000101666	Y	1	44.10	1
ENSMUSG00000056673	Y	9	38.72	1
ENSMUSG00000075874	Y	1	55.46	-1
ENSMUSG00002076920	Y	1	53.33	-1
ENSMUSG00000069049	Y	6	34.94	1
ENSMUSG00000099876	Y	1	48.38	1
ENSMUSG00000068457	Y	12	36.93	-1
ENSMUSG00000069045	Y	4	36.78	-1
ENSMUSG00000101059	Y	1	42.31	-1
ENSMUSG00000099809	Y	1	39.26	-1
ENSMUSG00000069044	Y	1	36.39	-1
ENSMUSG00000077793	Y	1	30.48	-1
ENSMUSG00000100842	Y	1	37.46	1
ENSMUSG00000101947	Y	1	43.92	1
ENSMUSG00000100619	Y	1	39.15	1
ENSMUSG00000100877	Y	1	44.38	1
ENSMUSG00000100576	Y	1	43.44	-1
ENSMUSG00000100326	Y	1	45.45	1
ENSMUSG00000100356	Y	1	42.82	1
ENSMUSG00000101443	Y	1	45.27	1
ENSMUSG00000000103	Y	2	36.56	-1
ENSMUSG00000099614	Y	1	42.60	1
ENSMUSG00000099973	Y	1	42.13	-1
ENSMUSG00000099888	Y	1	42.88	1
ENSMUSG00000100445	Y	1	47.30	1
ENSMUSG00000102072	Y	1	43.70	-1
ENSMUSG00000101290	Y	1	42.41	-1
ENSMUSG00000100103	Y	1	44.44	-1
ENSMUSG00002075837	Y	1	33.33	-1
ENSMUSG00000102120	Y	1	46.99	1
ENSMUSG00000099445	Y	1	44.11	1
ENSMUSG00000094881	Y	1	49.70	1
ENSMUSG00000099748	Y	1	44.37	-1
ENSMUSG00000069036	Y	1	55.13	-1
ENSMUSG00000101064	Y	1	44.37	1
ENSMUSG00000095573	Y	1	49.70	-1
ENSMUSG00000102053	Y	1	36.49	-1
ENSMUSG00000100700	Y	1	45.67	-1
ENSMUSG00000101066	Y	1	40.97	1
ENSMUSG00000094658	Y	2	36.58	1
ENSMUSG00000095852	Y	3	38.00	1
ENSMUSG00000100145	Y	1	39.07	1
ENSMUSG00000099405	Y	1	37.76	1
ENSMUSG00000091987	Y	2	37.11	1
ENSMUSG00000099728	Y	1	38.99	1
ENSMUSG00000101106	Y	1	45.37	1
ENSMUSG00000101786	Y	1	44.88	-1
ENSMUSG00000121285	Y	8	40.22	-1
ENSMUSG00000101444	Y	1	45.37	-1
ENSMUSG00000121289	Y	9	40.40	-1
ENSMUSG00000100898	Y	1	45.04	-1
ENSMUSG00000121290	Y	9	40.36	-1
ENSMUSG00000102129	Y	1	45.04	-1
ENSMUSG00000121291	Y	10	40.45	-1
ENSMUSG00000100379	Y	1	45.20	-1
ENSMUSG00000121292	Y	11	40.34	-1
ENSMUSG00000099685	Y	1	44.92	-1
ENSMUSG00000121293	Y	11	40.31	-1
ENSMUSG00000100559	Y	1	45.24	-1
ENSMUSG00000101326	Y	1	44.88	-1
ENSMUSG00000121321	Y	2	40.77	-1
ENSMUSG00000100322	Y	1	45.04	-1
ENSMUSG00000121323	Y	2	40.17	-1
ENSMUSG00000100165	Y	1	45.37	-1
ENSMUSG00000121324	Y	1	40.75	-1
ENSMUSG00000101177	Y	1	45.20	-1
ENSMUSG00000121327	Y	7	40.44	-1
ENSMUSG00000100988	Y	1	45.37	-1
ENSMUSG00000121328	Y	9	40.12	-1
ENSMUSG00000101032	Y	1	45.04	1
ENSMUSG00000101202	Y	1	44.79	-1
ENSMUSG00000099570	Y	1	44.79	-1
ENSMUSG00000121332	Y	7	40.36	-1
ENSMUSG00000101686	Y	1	45.04	-1
ENSMUSG00000121333	Y	7	40.16	-1
ENSMUSG00000101164	Y	1	44.72	1
ENSMUSG00000121334	Y	7	40.43	1
ENSMUSG00000118461	Y	1	31.81	-1
ENSMUSG00000102088	Y	1	38.71	1
ENSMUSG00000099684	Y	1	35.54	-1
ENSMUSG00000100312	Y	1	45.20	-1
ENSMUSG00000121461	Y	1	40.43	-1
ENSMUSG00000091749	Y	1	44.67	-1
ENSMUSG00000095365	Y	1	40.87	1
ENSMUSG00000102400	Y	1	40.68	-1
ENSMUSG00000102520	Y	2	40.79	-1
ENSMUSG00000102726	Y	1	45.78	1
ENSMUSG00000102739	Y	1	40.80	1
ENSMUSG00000094325	Y	2	39.23	1
ENSMUSG00000103757	Y	1	40.31	-1
ENSMUSG00000103994	Y	1	45.73	1
ENSMUSG00000095267	Y	2	40.72	1
ENSMUSG00000103917	Y	1	45.41	1
ENSMUSG00000103514	Y	1	43.95	1
ENSMUSG00000102150	Y	1	39.53	1
ENSMUSG00000103782	Y	1	39.63	-1
ENSMUSG00000104050	Y	1	35.11	1
ENSMUSG00000102264	Y	1	36.62	1
ENSMUSG00000121531	Y	1	45.03	-1
ENSMUSG00000094161	Y	1	44.98	-1
ENSMUSG00000096819	Y	1	44.99	-1
ENSMUSG00000095879	Y	1	44.70	-1
ENSMUSG00000121532	Y	1	41.24	-1
ENSMUSG00000104510	Y	1	37.57	1
ENSMUSG00000095520	Y	2	40.94	1
ENSMUSG00000103602	Y	1	44.35	1
ENSMUSG00000102586	Y	3	39.85	-1
ENSMUSG00000121533	Y	1	45.02	-1
ENSMUSG00000094135	Y	1	40.87	1
ENSMUSG00000104267	Y	1	41.01	1
ENSMUSG00000103352	Y	1	40.68	-1
ENSMUSG00000102335	Y	2	40.79	-1
ENSMUSG00000103474	Y	1	40.31	-1
ENSMUSG00000103468	Y	1	40.96	1
ENSMUSG00000093903	Y	2	38.96	1
ENSMUSG00000103176	Y	1	40.20	-1
ENSMUSG00000104522	Y	2	40.58	-1
ENSMUSG00000102177	Y	3	40.25	-1
ENSMUSG00000102346	Y	2	40.79	-1
ENSMUSG00000102583	Y	1	43.95	1
ENSMUSG00000104048	Y	1	39.67	-1
ENSMUSG00000104404	Y	1	36.62	1
ENSMUSG00000102799	Y	1	43.97	-1
ENSMUSG00000103524	Y	1	45.66	-1
ENSMUSG00000121535	Y	1	44.99	-1
ENSMUSG00000121536	Y	1	41.45	1
ENSMUSG00000121537	Y	1	41.23	1
ENSMUSG00000100564	Y	1	43.68	-1
ENSMUSG00000101215	Y	1	40.63	-1
ENSMUSG00000100206	Y	1	45.26	-1
ENSMUSG00000100765	Y	2	40.37	1
ENSMUSG00000099831	Y	1	44.88	-1
ENSMUSG00000101868	Y	1	44.79	-1
ENSMUSG00000100914	Y	2	39.97	1
ENSMUSG00000121538	Y	1	41.17	1
ENSMUSG00000121539	Y	1	41.25	1
ENSMUSG00000121540	Y	1	44.97	1
ENSMUSG00000121541	Y	1	45.17	1
ENSMUSG00000101317	Y	2	40.36	-1
ENSMUSG00000101244	Y	2	40.43	-1
ENSMUSG00000101424	Y	2	40.80	-1
ENSMUSG00000100715	Y	2	40.03	-1
ENSMUSG00000099551	Y	2	41.29	-1
ENSMUSG00000101531	Y	2	40.14	1
ENSMUSG00000100425	Y	2	40.36	1
ENSMUSG00000101005	Y	1	35.68	-1
ENSMUSG00000101300	Y	2	40.81	-1
ENSMUSG00000121543	Y	1	46.20	1
ENSMUSG00000121544	Y	1	41.29	1
ENSMUSG00000121545	Y	1	41.40	1
ENSMUSG00000121546	Y	1	41.28	-1
ENSMUSG00000121547	Y	1	41.32	-1
ENSMUSG00000121551	Y	1	41.01	1
ENSMUSG00000121552	Y	1	41.31	1
ENSMUSG00000121553	Y	1	41.34	-1
ENSMUSG00000121554	Y	1	41.20	-1
ENSMUSG00000100501	Y	1	50.95	-1
ENSMUSG00000100083	Y	2	40.22	-1
ENSMUSG00000101991	Y	1	45.11	-1
ENSMUSG00000100076	Y	1	50.95	1
ENSMUSG00000121557	Y	1	46.08	-1
ENSMUSG00000121556	Y	1	46.14	1
ENSMUSG00000101100	Y	2	40.45	1
ENSMUSG00000101744	Y	2	40.48	1
ENSMUSG00000099978	Y	1	43.68	-1
ENSMUSG00000101150	Y	1	39.23	1
ENSMUSG00000099595	Y	1	36.51	-1
ENSMUSG00000100073	Y	1	39.12	1
ENSMUSG00000100223	Y	1	45.20	-1
ENSMUSG00000101782	Y	2	40.09	1
ENSMUSG00000101155	Y	4	35.59	1
ENSMUSG00000100295	Y	1	43.95	-1
ENSMUSG00000100578	Y	1	39.76	-1
ENSMUSG00000101245	Y	2	40.34	1
ENSMUSG00000100456	Y	1	45.39	-1
ENSMUSG00000096122	Y	1	39.86	-1
ENSMUSG00000101943	Y	1	40.58	-1
ENSMUSG00000100724	Y	1	47.37	-1
ENSMUSG00000099388	Y	2	40.01	1
ENSMUSG00000101399	Y	1	35.50	1
ENSMUSG00000101350	Y	2	41.09	-1
ENSMUSG00000100614	Y	2	40.45	-1
ENSMUSG00000121558	Y	1	44.99	1
ENSMUSG00000121559	Y	1	44.95	1
ENSMUSG00000121560	Y	1	41.23	1
ENSMUSG00000121561	Y	1	40.95	1
ENSMUSG00000121562	Y	1	44.78	1
ENSMUSG00000121563	Y	1	45.41	1
ENSMUSG00000121564	Y	1	41.22	1
ENSMUSG00000121565	Y	1	41.38	1
ENSMUSG00000121566	Y	1	41.33	-1
ENSMUSG00000121567	Y	1	41.06	-1
ENSMUSG00000100278	Y	2	40.38	1
ENSMUSG00000094052	Y	2	39.92	-1
ENSMUSG00000099530	Y	1	45.19	-1
ENSMUSG00000099948	Y	1	45.11	-1
ENSMUSG00000104442	Y	1	44.46	1
ENSMUSG00000101440	Y	2	40.04	1
ENSMUSG00000103871	Y	1	35.23	-1
ENSMUSG00000104356	Y	1	43.97	-1
ENSMUSG00000104472	Y	1	45.63	-1
ENSMUSG00000103347	Y	1	40.80	1
ENSMUSG00000104407	Y	2	40.12	1
ENSMUSG00000103612	Y	1	45.66	-1
ENSMUSG00000102580	Y	1	43.56	-1
ENSMUSG00000102273	Y	2	41.05	1
ENSMUSG00000102294	Y	1	50.95	1
ENSMUSG00000103190	Y	2	40.57	1
ENSMUSG00000100231	Y	2	37.35	1
ENSMUSG00000101469	Y	1	41.81	-1
ENSMUSG00000095508	Y	2	40.83	1
ENSMUSG00000095606	Y	2	35.52	1
ENSMUSG00000094570	Y	1	35.56	1
ENSMUSG00000100488	Y	1	43.82	-1
ENSMUSG00000095867	Y	2	40.19	-1
ENSMUSG00000100784	Y	1	38.89	1
ENSMUSG00000101044	Y	1	45.04	-1
ENSMUSG00000099636	Y	2	39.99	1
ENSMUSG00000094746	Y	2	35.61	1
ENSMUSG00000100494	Y	1	43.68	-1
ENSMUSG00000101118	Y	1	40.95	-1
ENSMUSG00000100064	Y	1	43.53	1
ENSMUSG00000095793	Y	2	35.62	-1
ENSMUSG00000100299	Y	1	43.53	1
ENSMUSG00000101127	Y	1	34.31	1
ENSMUSG00000096650	Y	1	35.53	-1
ENSMUSG00000102058	Y	3	40.01	-1
ENSMUSG00000100034	Y	1	45.46	1
ENSMUSG00000101713	Y	2	40.09	1
ENSMUSG00000099531	Y	1	35.56	1
ENSMUSG00000100008	Y	1	40.32	-1
ENSMUSG00000101134	Y	1	39.80	-1
ENSMUSG00000100537	Y	2	40.37	1
ENSMUSG00000094660	Y	2	40.20	-1
ENSMUSG00000101052	Y	1	45.37	-1
ENSMUSG00000101160	Y	2	40.06	1
ENSMUSG00000099840	Y	3	35.49	1
ENSMUSG00000100951	Y	1	43.68	-1
ENSMUSG00000101068	Y	1	40.63	-1
ENSMUSG00000101405	Y	1	45.31	-1
ENSMUSG00000099633	Y	2	40.18	1
ENSMUSG00000100232	Y	3	40.00	1
ENSMUSG00000100485	Y	2	35.53	1
ENSMUSG00000101484	Y	1	45.33	1
ENSMUSG00000100587	Y	1	40.32	1
ENSMUSG00000099828	Y	1	43.82	1
ENSMUSG00000101158	Y	2	35.61	-1
ENSMUSG00000101286	Y	2	35.58	1
ENSMUSG00000100316	Y	1	43.82	1
ENSMUSG00000101284	Y	1	34.51	1
ENSMUSG00000100651	Y	1	45.41	-1
ENSMUSG00000101933	Y	2	35.58	-1
ENSMUSG00000100647	Y	3	40.05	-1
ENSMUSG00000099894	Y	2	35.51	1
ENSMUSG00000100125	Y	1	43.53	-1
ENSMUSG00000100915	Y	3	39.97	1
ENSMUSG00000096769	Y	1	35.55	1
ENSMUSG00000094616	Y	1	35.56	1
ENSMUSG00000100653	Y	1	42.34	-1
ENSMUSG00000094647	Y	2	35.61	1
ENSMUSG00000099646	Y	1	34.51	-1
ENSMUSG00000099535	Y	1	43.53	-1
ENSMUSG00000101285	Y	2	40.04	1
ENSMUSG00000094821	Y	2	35.55	1
ENSMUSG00000095979	Y	2	35.55	1
ENSMUSG00000101339	Y	1	40.63	1
ENSMUSG00000099731	Y	1	43.68	1
ENSMUSG00000096902	Y	2	35.55	-1
ENSMUSG00000101533	Y	2	39.94	1
